severity,max_disp_px,mean_disp_px,reg_err_mean,reg_err_median,reg_err_p90,reg_err_mean_argmax,reg_err_median_argmax,reg_err_p90_argmax,n_reg_scored,paste2_acc,random_floor,n_label_scored,runtime_s
0.0,411.0109487592757,163.41060303088906,760.0843237469467,650.5557808742999,1441.5066628239395,810.9530150939811,728.0453282591682,1536.88775499698,4157,0.6464454976303318,0.18663753269612066,4220,169.4853217601776
4.0,1707.9209102961488,728.3350667398025,811.3022721582357,706.1501403465737,1557.9309040567287,864.5298212282539,765.780647444162,1671.319950568579,4157,0.6305687203791469,0.18663753269612066,4220,144.83634519577026
8.0,3415.8418205922976,1456.670133479605,917.3676245833835,773.3451257539225,1799.7134081592226,969.6177908571633,838.0035799446205,1914.9962139622944,4156,0.5983412322274881,0.18663753269612066,4220,181.5486981868744
