severity,reg_err_median,reg_err_mean,reg_err_p90,n,runtime_s
0.0,78.91079629858424,180.96170522705594,422.1633204088824,4182,45.03219032287598
4.0,463.015479973006,983.007832844831,2156.802066171468,4182,53.221723794937134
8.0,866.3276441725988,1965.419084090741,4266.654552279568,4182,61.91149377822876
