severity,reg_err_median,reg_err_mean,reg_err_p90,n
0.0,99.23227982741129,115.34916537744353,200.03084034978895,4182
1.0,99.6948195313058,114.82281307914818,197.3571027708433,4182
2.0,99.82344377984074,118.7349975351681,205.33451125924353,4182
3.0,102.04122424987128,130.5308055793297,221.53124194306494,4182
4.0,103.16218082696426,145.44422679202518,239.21261155197982,4182
6.0,108.60196597074464,214.97243752076028,423.080116680414,4182
8.0,118.02611343825856,318.77268790134616,1205.4339114247066,4182
