severity,max_disp_px,mean_disp_px,reg_err_mean,reg_err_median,reg_err_p90,n_reg_scored,paste2_acc,random_floor,n_label_scored,runtime_s
0.0,0.0,0.0,752.7139950280354,649.0561968480802,1437.1603702863313,4159,0.6526066350710901,0.18663753269612066,4220,218.0247552394867
1.0,137.00364958642524,90.65764843629962,750.4108673694745,646.2016734160032,1432.887764995342,4158,0.6507109004739337,0.18663753269612066,4220,217.42545557022095
2.0,274.0072991728505,181.31529687259925,749.2517246676083,647.2120957092978,1421.802674541013,4157,0.6481042654028436,0.18663753269612066,4220,239.2128369808197
3.0,411.0109487592758,271.97294530889883,748.3306500406795,646.7384726729204,1405.3781321075312,4157,0.6469194312796208,0.18663753269612066,4220,213.3861014842987
4.0,548.014598345701,362.6305937451985,746.0295768761591,639.4889424509349,1401.5306766867054,4158,0.6457345971563981,0.18663753269612066,4220,266.2840414047241
6.0,822.0218975185516,543.9458906177977,748.8802374848847,648.7270267452434,1404.5962407441843,4159,0.6431279620853081,0.18663753269612066,4220,321.67499113082886
8.0,1096.029196691402,725.261187490397,752.7767298682191,658.1961447949825,1422.8139440727768,4158,0.6424170616113745,0.18663753269612066,4220,1381.5884699821472
